domain,oldHttpResponseCode,oldContentLength,delta,newHttpResponseCode,newContentLength
scoklahomanews.com,200,49156,0,200,-1
seiowanews.com,200,61370,0,200,64698
sekansascitynews.com,200,52198,0,200,52093
sekansasnews.com,200,47007,0,200,50272
seminnesotanews.com,200,72576,0,200,71617
semissourinews.com,200,55446,0,200,56077
senebraskanews.com,200,46920,0,200,46734
seoklahomanews.com,200,49034,0,200,-1
sesdnews.com,200,44914,0,200,-1
setwincities.com,200,70279,0,200,-1
showmestatetimes.com,200,51321,0,200,51321
siouxcitytimes.com,200,68629,0,200,-1
siouxempiretoday.com,200,44242,0,200,43463
soonerstatenews.com,200,45276,0,200,45272
southdsmnews.com,200,69383,0,200,-1
southhennepinnews.com,200,70694,0,200,72121
southiowanews.com,200,69189,0,200,-1
southkcnews.com,200,52167,0,200,-1
southokcnews.com,200,49378,0,200,51136
southomahatimes.com,200,48419,0,200,48688
southstlnews.com,200,55082,0,200,-1
southtulsatoday.com,200,47806,0,200,48708
southwichitanews.com,200,47367,0,200,-1
springfieldstandard.com,200,52222,0,200,-1
stcharlestimes.com,200,50368,0,200,50772
stcloudsun.com,200,71330,0,200,-1
stlouisreporter.com,200,56517,0,200,-1
stlwestnews.com,200,52491,0,200,-1
stpaulreporter.com,200,71677,0,200,71701
sunflowerstatenews.com,200,33299,0,200,-1
swiowatimes.com,200,66852,0,200,69455
swkansasnews.com,200,45464,0,200,-1
swminnesotatoday.com,200,72455,0,200,71725
swmissourinews.com,200,53081,0,200,-1
swoklahomanews.com,200,-1,0,200,48729
topekasun.com,200,46319,0,200,-1
tulsastandard.com,200,45882,0,200,46647
waterlootimes.com,200,68612,0,200,-1
wciowanews.com,200,68778,0,200,69380
wcminnesotanews.com,200,71764,0,200,72121
wcmissourinews.com,200,54372,0,200,-1
westdsmnews.com,200,68330,0,200,-1
westernndnews.com,200,45402,0,200,45154
westernsdnews.com,404,169,-204,200,-1
weststlnews.com,200,49697,0,200,-1
westtwincities.com,200,70684,0,200,72209
wichitastandard.com,200,47503,0,200,-1
wyandottetimes.com,200,45382,0,200,-1
akbusinessdaily.com,200,53008,0,200,53006
albusinessdaily.com,200,79130,0,200,78537
arbusinessdaily.com,200,79742,0,200,78972
azbusinessdaily.com,200,80187,0,200,79534
cabusinessdaily.com,200,78168,0,200,77700
cobusinessdaily.com,200,75037,0,200,75840
ctbusinessdaily.com,200,76665,0,200,77452
dcbusinessdaily.com,200,78760,0,200,77788
debusinessdaily.com,200,80248,0,200,79537
flbusinessdaily.com,200,74459,0,200,75118
gabusinessdaily.com,200,78159,0,200,76167
hibusinessdaily.com,200,73133,0,200,72848
iabusinessdaily.com,200,78550,0,200,79004
idbusinessdaily.com,200,73229,0,200,72029
ilbusinessdaily.com,200,79307,0,200,78888
indianabusinessdaily.com,200,71464,0,200,70650
keystonebusinessnews.com,200,75777,0,200,75663
ksbusinessdaily.com,200,78005,0,200,77595
kybusinessdaily.com,200,71322,0,200,72025
labusinessdaily.com,200,78067,0,200,79270
mabusinessdaily.com,200,76433,0,200,76691
mainebusinessdaily.com,200,70490,0,200,70400
mdbusinessdaily.com,200,77805,0,200,77239
mibusinessdaily.com,200,78626,0,200,78411
mnbusinessdaily.com,200,79805,0,200,79805
mobusinessdaily.com,200,78287,0,200,77932
msbusinessdaily.com,200,79184,0,200,79369
mtbusinessdaily.com,200,74456,0,200,73677
ncbusinessdaily.com,200,79710,0,200,79264
ndbusinessdaily.com,200,74040,0,200,72983
nebraskabusinessdaily.com,200,75345,0,200,76038
nhbusinessdaily.com,200,72265,0,200,72249
njbusinessdaily.com,200,80426,0,200,81261
nmbusinessdaily.com,200,75252,0,200,75401
nvbusinessdaily.com,200,76263,0,200,75539
nybusinessdaily.com,200,80294,0,200,80121
ohbusinessdaily.com,200,78784,0,200,78756
okbusinessdaily.com,200,74953,0,200,74489
orbusinessdaily.com,200,78762,0,200,77491
palmettobusinessdaily.com,200,80220,0,200,80138
ribusinessdaily.com,200,78684,0,200,78418
sdbusinessdaily.com,200,72838,0,200,73075
tnbusinessdaily.com,200,78028,0,200,77515
txbusinessdaily.com,200,79113,0,200,79745
utbusinessdaily.com,200,78449,0,200,78148
vabusinessdaily.com,200,80343,0,200,80377
vtbusinessdaily.com,200,75420,0,200,74999
wabusinessdaily.com,200,80106,0,200,79643
wibusinessdaily.com,200,79855,0,200,79768
wvbusinessdaily.com,200,75928,0,200,76360
wybusinessdaily.com,200,75098,0,200,74163
annearundeltoday.com,200,70563,0,200,69808
baltimorecitywire.com,200,69163,0,200,69760
carbondalereporter.com,200,79776,0,200,80659
chambanasun.com,200,77448,0,200,77367
chicagocitywire.com,200,83319,0,200,83651
dekalbtimes.com,200,76578,0,200,76435
dupagepolicyjournal.com,200,85345,0,200,85232
eastcentralreporter.com,200,81202,0,200,81267
galesburgreporter.com,200,75366,0,200,76059
grundyreporter.com,200,76177,0,200,77555
harfordnews.com,200,73021,0,200,70159
howardconews.com,200,68757,0,200,69909
illinoisvalleytimes.com,200,82952,0,200,82890
kanecountyreporter.com,200,84816,0,200,85379
kankakeetimes.com,200,77150,0,200,76503
kendallcountytimes.com,200,83299,0,200,84325
lakecountygazette.com,200,84133,0,200,84111
maconreporter.com,200,77415,0,200,77852
mchenrytimes.com,200,83989,0,200,83851
mcleancountytimes.com,200,82817,0,200,83189
mdstatewire.com,200,70078,0,200,71639
metroeastsun.com,200,81949,0,200,82261
montgomerymdnews.com,200,69292,0,200,69987
northbaltimorejournal.com,200,71267,0,200,69387
northcooknews.com,200,84468,0,200,84209
northegyptnews.com,200,75625,0,200,77559
nwillinoisnews.com,200,80826,0,200,76357
peoriastandard.com,200,83229,0,200,83403
prairiestatewire.com,200,77904,0,200,79176
quincyreporter.com,200,76377,0,200,74425
rockfordsun.com,200,76774,0,200,77535
rockislandtoday.com,200,76820,0,200,76757
sangamonsun.com,200,84235,0,200,85274
seillinoisnews.com,200,75366,0,200,75635
silnews.com,200,76368,0,200,78087
southcentralreporter.com,200,82648,0,200,83323
southcooknews.com,200,77329,0,200,76270
swillinoisnews.com,200,76061,0,200,76413
westcentralreporter.com,200,78423,0,200,77959
westcooknews.com,200,85943,0,200,85753
willcountygazette.com,200,80736,0,200,79434
cookcountyrecord.com,200,112624,0,200,111700
flarecord.com,200,110712,0,200,111266
legalnewsline.com,200,109509,0,200,108689
louisianarecord.com,200,109195,0,200,110290
madisonrecord.com,200,110520,0,200,109217
norcalrecord.com,200,109138,0,200,108217
pennrecord.com,200,108784,0,200,108476
setexasrecord.com,200,109206,0,200,110478
socalrecord.com,200,89497,0,200,90096
stlrecord.com,200,107006,0,200,106304
wvrecord.com,200,104194,0,200,103781
desmoinesguide.com,200,31108,0,200,-1
ellensburgguide.com,200,24876,0,200,24876
tricountytoday.com,200,24871,0,200,24871
yelmguide.com,200,24958,0,200,24958
portstjoeguide.com,200,25037,0,200,25037
germantownreview.com,200,29417,0,200,-1
perryguide.com,200,23540,0,200,23540
vallianttoday.com,200,23705,0,200,23705
ruraltoday.com,200,24060,0,200,24060
mabeltoday.com,200,27345,0,200,27345
monontoday.com,200,27029,0,200,27067
almastandard.com,200,23069,0,200,23069
mtenterprisetoday.com,200,23647,0,200,-1
greenhillsreporter.com,200,26261,0,200,26261
johnstontimes.com,200,55591,0,200,55591
jonescountynews.com,200,31692,0,200,31691
clivenews.com,200,56799,0,200,56799
warrencountynews.com,200,37611,0,200,37611
buchanancountynews.com,200,34782,0,200,34782
shelbycountytimes.com,200,34782,0,200,32258
pagetaylornews.com,200,36553,0,200,36566
adairmadisonnews.com,200,36610,0,200,36637
millsfremontnews.com,200,36516,0,200,36550
boyervalleynews.com,200,31882,0,200,31882
clarkeunionnews.com,200,37004,0,200,37017
ringgolddecaturnews.com,200,32274,0,200,32273
montgomeryadamsnews.com,200,36310,0,200,36310
crawfordcountytimes.com,200,31934,0,200,31933
grimesjournal.com,200,55779,0,200,55779
urbandaletimes.com,200,56883,0,200,56883
norwalktimes.com,200,49725,0,200,49725
waukeetimes.com,200,56202,0,200,56202
cretereview.com,200,54353,0,200,54353
lansingreporter.com,200,54429,0,200,54429
lynwoodtimes.com,200,52906,0,200,52906
ankenyguide.com,200,53916,0,200,53916
collegeparktoday.com,200,68505,0,200,68505
apopkatimes.com,200,69472,0,200,69310
baldwinparktoday.com,200,77897,0,200,77897
collegeparktoday.com,200,68505,0,200,68505
doctorphillipstoday.com,200,72713,0,200,72713
goldenrodnews.com,200,72897,0,200,72897
gothatoday.com,200,71903,0,200,71903
hunterscreeknews.com,200,71715,0,200,71715
lakebuenavistanews.com,200,73092,0,200,-1
lakebutlernews.com,200,68262,0,200,68262
lakehartnews.com,200,71686,0,200,-1
lakenonatoday.com,200,74190,0,200,74190
maitlandtoday.com,200,69910,0,200,69910
ocoeetoday.com,200,71917,0,200,-1
wadeviewparknews.com,200,74095,0,200,74095
windermeretoday.com,200,77085,0,200,77085
fdahealthnews.com,,,200,200,38214
fdareporter.com,,,200,200,40065
bartforillinois.com,,,404,404,169
franklinarcher.com,,,200,200,12437
therecordinc.com,,,200,200,4004
tobacconewswire.com,,,200,200,41619
electcolonelcraigwilcox.com,,,404,404,2294
toniaforillinois.com,,,404,404,169
votejillian.com,,,404,404,2294
westlooptoday.com,,,200,200,-1
ashlandreview.com,,,200,200,24920
baragaguide.com,,,200,200,29251
beggsguide.com,,,200,200,24277
bisonguide.com,,,200,200,24859
bixbyguide.com,,,200,200,26623
bluehillguide.com,,,200,200,-1
boonecountyguide.com,,,200,200,37233
bpsmoguide.com,,,200,200,23550
branchguide.com,,,200,200,22740
calaverasguide.com,,,200,200,25556
canadianvalleyguide.com,,,200,200,23937
carrollcoguide.com,,,200,200,37374
cedarfallsguide.com,,,200,200,33840
clintonreview.com,,,200,200,36913
coldspringguide.com,,,200,200,30442
colemancountyguide.com,,,200,200,23425
coloradovalleyguide.com,,,200,200,26018
dallascountyreview.com,,,200,200,37018
delawarecoguide.com,,,200,200,37983
dewittreview.com,,,200,200,36410
dubuquecoguide.com,,,200,200,38181
egyptianreview.com,,,200,200,33349
elkhornguide.com,,,200,200,32471
englishvalleyguide.com,,,200,200,32996
fiveareaguide.com,,,200,200,24524
fairfieldreview.com,,,200,200,33429
fallscityguide.com,,,200,200,28294
floydvalleyguide.com,,,200,200,29031
galvaguide.com,,,200,200,23951
glenelderguide.com,,,200,200,32954
grayguide.com,,,200,200,37538
greenecountyguide.com,,,200,200,32628
grundyguide.com,,,200,200,32618
guthriecountyguide.com,,,200,200,32295
hancockguide.com,,,200,200,29540
hancocknyguide.com,,,200,200,24285
holyroodguide.com,,,200,200,23635
humboldtreview.com,,,200,200,32138
idasacguide.com,,,200,200,35884
indianolaguide.com,,,200,200,37797
indiantownguide.com,,,200,200,33368
industrytxguide.com,,,200,200,25027
iowaregionalguide.com,,,200,200,29335
jacksoncoguide.com,,,200,200,36365
jacksonreporter.com,,,200,200,25484
jaspercountyguide.com,,,200,200,37409
jayokguide.com,,,200,200,28731
laharpeguide.com,,,200,200,26031
linncountyguide.com,,,200,200,23049
madisoncountyguide.com,,,200,200,34520
mahaskaguide.com,,,0,,
marioncountyguide.com,,,200,200,37466
marshallguide.com,,,200,200,33621
metroeasttoday.com,,,200,200,28981
middleburghguide.com,,,200,200,23912
miltonvaleguide.com,,,200,200,33027
moapavalleyguide.com,,,200,200,35723
moundridgeguide.com,,,200,200,24572
mtpleasantguide.com,,,200,200,36534
munisingguide.com,,,200,200,26072
nehalemguide.com,,,200,200,25136
northtexasreview.com,,,200,200,31784
nuclaguide.com,,,200,200,24271
ontonagonguide.com,,,200,200,24711
orwellguide.com,,,404,404,2294
ottumwaguide.com,,,200,200,37285
oxfordmetoday.com,,,200,200,35696
palmertonguide.com,,,200,200,27775
peculiarguide.com,,,404,404,2294
pokalambroguide.com,,,200,200,32363
poweshiekguide.com,,,200,200,37208
rivieratxguide.com,,,200,200,23650
sacoriverguide.com,,,200,200,28274
santarosareview.com,,,404,404,162
selahguide.com,,,200,200,32215
spurguide.com,,,200,200,23942
steelvilleguide.com,,,200,200,25569
swmissouriguide.com,,,200,200,25144
swnebraskaguide.com,,,200,200,28441
tamaguide.com,,,200,200,32105
unitymaineguide.com,,,200,200,29339
wamegoguide.com,,,200,200,31757
washingtoncoguide.com,,,200,200,36549
waskomreview.com,,,200,200,32650
waterlooreview.com,,,200,200,32805
westdesmoinesguide.com,,,200,200,57717
westfieldreporter.com,,,200,200,32497
wilsonguide.com,,,200,200,24459
wiltonreview.com,,,200,200,29636
wrightcountyguide.com,,,200,200,31775
westcontracostanews.com,,,200,200,69220
westeldoradonews.com,,,200,200,71064
westsgvnews.com,,,200,200,70212
westventuranews.com,,,200,200,70834
alohastatenews.com,,,200,200,37597
antelopevalleytoday.com,,,200,200,72636
beaverstatenews.com,,,200,200,-1
eastkingnews.com,,,200,200,-1
evergreenreporter.com,,,200,200,-1
kitsapreview.com,,,200,200,-1
moseslaketoday.com,,,200,200,56844
newashingtonnews.com,,,200,200,-1
northkingnews.com,,,200,200,55918
northsnohomishnews.com,,,200,200,-1
nwwashingtonnews.com,,,200,200,-1
olympictimes.com,,,200,200,55719
piercetoday.com,,,200,200,-1
seattlesounder.com,,,404,404,169
sewashingtonnews.com,,,200,200,-1
southkingnews.com,,,200,200,-1
southsnohomishnews.com,,,200,200,55841
southsoundtimes.com,,,0,,
spokanecotimes.com,,,200,200,-1
spokanestandard.com,,,200,200,-1
tricitiesreporter.com,,,200,200,-1
vancouverreporter.com,,,200,200,-1
waislenews.com,,,200,200,58080
wenatcheetimes.com,,,200,200,-1
westcontracostanews.com,,,200,200,69220
westeldoradonews.com,,,200,200,71064
westventuranews.com,,,200,200,70834
yakimatimes.com,,,200,200,-1
centralalamedanews.com,,,200,200,70729
centraloctimes.com,,,200,200,73980
centraloregontimes.com,,,200,200,-1
coachellatoday.com,,,200,200,78701
eastalamedanews.com,,,200,200,70458
eastoregonnews.com,,,200,200,-1
eastpdxtoday.com,,,200,200,-1
eastsandiegonews.com,,,200,200,66492
eastsbvtimes.com,,,200,200,69207
eastsfvtoday.com,,,200,200,68211
eastsierranews.com,,,200,200,68989
eastventuranews.com,,,200,200,69331
fresnoleader.com,,,200,200,-1
goldenstatetoday.com,,,200,200,75395
imperialcanews.com,,,200,200,78717
interioralaskanews.com,,,200,200,54786
kauaisun.com,,,200,200,-1
kingscountytimes.com,,,200,200,69555
laharbornews.com,,,200,200,73639
laketahoesun.com,,,200,200,67637
laneconews.com,,,200,200,48594
marinleader.com,,,200,200,71430
mauireporter.com,,,200,200,-1
mercedtimes.com,,,200,200,71718
midcoasttimes.com,,,200,200,47523
midvalleyreporter.com,,,200,200,50195
montereytimes.com,,,200,200,70641
necalinews.com,,,200,200,71497
nesacramentonews.com,,,200,200,71834
northalaskanews.com,,,200,200,52765
northcoastcanews.com,,,200,200,71116
northcoasttoday.com,,,200,200,48570
northinlandnews.com,,,200,200,-1
northoctimes.com,,,200,200,76423
northsactoday.com,,,200,200,78699
northsfvtoday.com,,,200,200,78547
northsgvnews.com,,,200,200,72083
nwlatimes.com,,,200,200,67836
nwriversidenews.com,,,200,200,71312
oaklandrecord.com,,,200,200,70583
portlandcourant.com,,,200,200,-1
redwoodempirenews.com,,,200,200,68593
sacramentostandard.com,,,200,200,-1
sandiegorecord.com,,,200,200,73385
sanfransun.com,,,200,200,74329
sanjoaquintimes.com,,,200,200,73218
sanjosestandard.com,,,200,200,74960
sanmateosun.com,,,200,200,69186
santacruzstandard.com,,,200,200,-1
scalaskanews.com,,,200,200,-1
sealaskanews.com,,,200,200,-1
seattlecitywire.com,,,200,200,-1
selatimes.com,,,200,200,79893
sfvtoday.com,,,200,200,70770
sgvstandard.com,,,200,200,68072
sloreporter.com,,,200,200,76005
solanosun.com,,,200,200,70928
southalamedanews.com,,,200,200,71717
southbayleader.com,,,200,200,74109
southbaysdnews.com,,,200,200,69295
southcoasttimes.com,,,200,200,-1
southoctimes.com,,,200,200,78241
southoregonnews.com,,,200,200,-1
southsactoday.com,,,200,200,76667
southsfbaynews.com,,,200,200,68129
southsfvtoday.com,,,200,200,70222
southsgvnews.com,,,200,200,71859
swalaskanews.com,,,200,200,-1
swriversidenews.com,,,200,200,70602
tularetimes.com,,,200,200,70891
verdugosnews.com,,,200,200,66262
victorvalleytimes.com,,,200,200,72370
westlatimes.com,,,200,200,71213
westoctimes.com,,,200,200,72857
westpdxtoday.com,,,200,200,-1
westsbvtimes.com,,,200,200,67880
westsfvtoday.com,,,200,200,73282
yubasuttertimes.com,,,200,200,71816
